"c","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.59023,1,69,69,50,0
0.58413,1,69.1,69.1,50,0
0.57803,1,69.2,69.2,50,0
0.57192,1,69.3,69.3,50,0
0.56582,1,69.4,69.4,50,0
0.55972,1,69.5,69.5,50,0
0.55362,1,69.6,69.6,50,0
0.54752,1,69.7,69.7,50,0
0.54142,1,69.8,69.8,50,0
0.53532,1,69.9,69.9,50,0
0.52922,1,70,70,50,0
0.52236,1,70.1,70.1,50,0
0.5155,1,70.2,70.2,50,0
0.50864,1,70.3,70.3,50,0
0.50179,1,70.4,70.4,50,0
0.49493,1,70.5,70.5,50,0
0.48807,1,70.6,70.6,50,0
0.48121,1,70.7,70.7,50,0
0.47435,1,70.8,70.8,50,0
0.4675,1,70.9,70.9,50,0
0.46064,1,71,71,50,0
0.45476,1,71.1,71.1,50,0
0.44887,1,71.2,71.2,50,0
0.44299,1,71.3,71.3,50,0
0.43711,1,71.4,71.4,50,0
0.43123,1,71.5,71.5,50,0
0.42534,1,71.6,71.6,50,0
0.41946,1,71.7,71.7,50,0
0.41358,1,71.8,71.8,50,0
0.4077,1,71.9,71.9,50,0
0.40182,1,72,72,50,0
0.39783,1,72.1,72.1,50,0
0.39384,1,72.2,72.2,50,0
0.38984,1,72.3,72.3,50,0
0.38586,1,72.4,72.4,50,0
0.38187,1,72.5,72.5,50,0
0.37788,1,72.6,72.6,50,0
0.37389,1,72.7,72.7,50,0
0.36989,1,72.8,72.8,50,0
0.3659,1,72.9,72.9,50,0
0.36191,1,73,73,50,0
0.35962,1,73.1,73.1,50,0
0.35733,1,73.2,73.2,50,0
0.35504,1,73.3,73.3,50,0
0.35276,1,73.4,73.4,50,0
0.35047,1,73.5,73.5,50,0
0.34818,1,73.6,73.6,50,0
0.34589,1,73.7,73.7,50,0
0.3436,1,73.8,73.8,50,0
0.34131,1,73.9,73.9,50,0
0.33902,1,74,74,50,0
0.33783,1,74.1,74.1,50,0
0.33665,1,74.2,74.2,50,0
0.33546,1,74.3,74.3,50,0
0.33428,1,74.4,74.4,50,0
